2025-05-07 11:59:41,167 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-05-07 11:59:41,167 - INFO - 当前评分模式: ['deviation']
2025-05-07 11:59:41,167 - INFO - 
==================================================
2025-05-07 11:59:41,167 - INFO - 开始执行网格搜索...
2025-05-07 11:59:41,169 - INFO - [omi-12] Starting grid search...
2025-05-07 11:59:43,992 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:43,993 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:43,993 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:43,994 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:43,994 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:43,994 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:44,001 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:44,001 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:44,001 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:44,001 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=4.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:44,002 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=5.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:44,002 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=5.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:44,002 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=6.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:44,006 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=6.5, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:59:44,006 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=7.0, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:59:44,058 - INFO - [omi-1] Starting grid search...
2025-05-07 11:59:47,517 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,533 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=0.5, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,538 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=1.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,606 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=1.5, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,608 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=2.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,608 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=2.5, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,608 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=3.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,621 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=3.5, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,622 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=4.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,764 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=4.5, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,764 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=5.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,764 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=5.5, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,765 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=6.0, P=0.7417, R=1.0000, F1=0.8517
