2025-04-17 17:44:02,099 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_topk', visual_dir='./visual/els/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-17 17:44:02,099 - INFO - 当前评分模式: ['range_ratio']
2025-04-17 17:44:02,099 - INFO - 
==================================================
2025-04-17 17:44:02,099 - INFO - 开始执行网格搜索...
2025-04-17 17:44:02,102 - INFO - [els-1] Starting grid search...
2025-04-17 17:44:02,817 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.0, P=0.3200, R=0.2689, F1=0.2922
2025-04-17 17:44:02,818 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.1, P=0.3232, R=0.2689, F1=0.2936
2025-04-17 17:44:02,820 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.2, P=0.3214, R=0.2647, F1=0.2903
2025-04-17 17:44:02,848 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.3, P=0.3214, R=0.2647, F1=0.2903
2025-04-17 17:44:02,850 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.4, P=0.3214, R=0.2647, F1=0.2903
2025-04-17 17:44:02,853 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.5, P=0.3315, R=0.2521, F1=0.2864
2025-04-17 17:44:02,853 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.6, P=0.3092, R=0.1975, F1=0.2410
2025-04-17 17:44:02,884 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.7, P=0.2917, R=0.1765, F1=0.2199
2025-04-17 17:44:02,884 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.8, P=0.2958, R=0.1765, F1=0.2211
2025-04-17 17:44:02,885 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=0.9, P=0.3060, R=0.1723, F1=0.2204
2025-04-17 17:44:02,912 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=1.0, P=0.3030, R=0.1681, F1=0.2162
2025-04-17 17:44:02,920 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=1.1, P=0.3125, R=0.1471, F1=0.2000
2025-04-17 17:44:02,921 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=1.2, P=0.3182, R=0.1471, F1=0.2011
2025-04-17 17:44:02,921 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=1.3, P=0.3056, R=0.1387, F1=0.1908
2025-04-17 17:44:02,921 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=1.4, P=0.3113, R=0.1387, F1=0.1919
2025-04-17 17:44:02,921 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=1.5, P=0.3143, R=0.1387, F1=0.1924
2025-04-17 17:44:02,921 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=1.6, P=0.3163, R=0.1303, F1=0.1845
2025-04-17 17:44:02,922 - INFO - [els-1.txt] mode=range_ratio, topk=0, threshold=1.7, P=0.3158, R=0.1261, F1=0.1802
