2025-04-18 13:02:29,232 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-18 13:02:29,232 - INFO - 当前评分模式: ['deviation']
2025-04-18 13:02:29,232 - INFO - 
==================================================
2025-04-18 13:02:29,232 - INFO - 开始执行网格搜索...
2025-04-18 13:02:29,233 - INFO - [omi-12] Starting grid search...
2025-04-18 13:02:32,630 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:32,632 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:32,632 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:33,203 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:33,203 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:34,361 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:02:34,368 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:02:34,375 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=3.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:02:34,393 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:02:34,404 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:02:34,422 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=5.0, P=0.6786, R=0.9500, F1=0.7917
2025-04-18 13:02:34,422 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=5.5, P=0.7037, R=0.9500, F1=0.8085
2025-04-18 13:02:34,422 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=6.0, P=0.7170, R=0.9500, F1=0.8172
2025-04-18 13:02:34,423 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=6.5, P=0.7255, R=0.9250, F1=0.8132
2025-04-18 13:02:34,448 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=7.0, P=0.7255, R=0.9250, F1=0.8132
2025-04-18 13:02:34,462 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:34,463 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:34,464 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:34,464 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:34,464 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:02:34,464 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:02:34,464 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:02:34,464 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=3.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:02:34,465 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=4.0, P=0.6230, R=0.9500, F1=0.7525
