2025-05-07 10:58:16,763 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 10:58:16,763 - INFO - 当前评分模式: ['deviation']
2025-05-07 10:58:16,763 - INFO - 
==================================================
2025-05-07 10:58:16,763 - INFO - 开始执行网格搜索...
2025-05-07 10:58:16,764 - INFO - [omi-12] Starting grid search...
2025-05-07 10:58:19,986 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:19,988 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=0.5, P=0.5962, R=0.7750, F1=0.6739
2025-05-07 10:58:20,303 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=1.0, P=0.6122, R=0.7500, F1=0.6742
2025-05-07 10:58:20,305 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=1.5, P=0.6667, R=0.7000, F1=0.6829
2025-05-07 10:58:20,305 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=2.0, P=0.7027, R=0.6500, F1=0.6753
2025-05-07 10:58:20,305 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=2.5, P=0.7576, R=0.6250, F1=0.6849
2025-05-07 10:58:21,814 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=3.0, P=0.7586, R=0.5500, F1=0.6377
2025-05-07 10:58:21,822 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=3.5, P=0.7857, R=0.5500, F1=0.6471
2025-05-07 10:58:21,822 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=4.0, P=0.7857, R=0.5500, F1=0.6471
2025-05-07 10:58:21,852 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=4.5, P=0.8333, R=0.5000, F1=0.6250
2025-05-07 10:58:21,852 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=5.0, P=0.8696, R=0.5000, F1=0.6349
2025-05-07 10:58:21,861 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=5.5, P=0.8571, R=0.4500, F1=0.5902
2025-05-07 10:58:21,862 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=6.0, P=0.8500, R=0.4250, F1=0.5667
2025-05-07 10:58:21,862 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=6.5, P=0.8421, R=0.4000, F1=0.5424
2025-05-07 10:58:21,862 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=7.0, P=0.8125, R=0.3250, F1=0.4643
2025-05-07 10:58:21,882 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:21,882 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=0.5, P=0.5965, R=0.8500, F1=0.7010
2025-05-07 10:58:21,915 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=1.0, P=0.5849, R=0.7750, F1=0.6667
2025-05-07 10:58:21,917 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=1.5, P=0.5849, R=0.7750, F1=0.6667
2025-05-07 10:58:21,917 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=2.0, P=0.5918, R=0.7250, F1=0.6517
2025-05-07 10:58:21,917 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=2.5, P=0.6304, R=0.7250, F1=0.6744
2025-05-07 10:58:21,917 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=3.0, P=0.6744, R=0.7250, F1=0.6988
2025-05-07 10:58:21,917 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=3.5, P=0.6923, R=0.6750, F1=0.6835
2025-05-07 10:58:21,972 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=4.0, P=0.6944, R=0.6250, F1=0.6579
2025-05-07 10:58:21,972 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=4.5, P=0.7353, R=0.6250, F1=0.6757
2025-05-07 10:58:21,996 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=5.0, P=0.7353, R=0.6250, F1=0.6757
2025-05-07 10:58:21,996 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=5.5, P=0.7273, R=0.6000, F1=0.6575
2025-05-07 10:58:21,997 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=6.0, P=0.7419, R=0.5750, F1=0.6479
