2025-04-16 23:14:07,942 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-16 23:14:07,942 - INFO - 当前评分模式: ['mean_ratio']
2025-04-16 23:14:07,942 - INFO - 
==================================================
2025-04-16 23:14:07,942 - INFO - 开始执行网格搜索...
2025-04-16 23:14:07,943 - INFO - [omi-12] Starting grid search...
2025-04-16 23:14:10,781 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-16 23:14:10,787 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-16 23:14:10,788 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-16 23:14:10,788 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-16 23:14:10,791 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-16 23:14:10,800 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-16 23:14:10,801 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-16 23:14:10,828 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-16 23:14:10,828 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-16 23:14:10,828 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-16 23:14:10,839 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-16 23:14:10,840 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-16 23:14:10,840 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-16 23:14:10,840 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-16 23:14:10,840 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-16 23:14:10,881 - INFO - [omi-1] Starting grid search...
2025-04-16 23:14:14,720 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:14:14,737 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:14:14,737 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:14:14,737 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:14:14,779 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:14:14,779 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:14:14,857 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.7281, R=0.9326, F1=0.8177
2025-04-16 23:14:14,858 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 23:14:14,858 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 23:14:14,858 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 23:14:14,858 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 23:14:14,858 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 23:14:14,858 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 23:14:14,858 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 23:14:14,859 - INFO - [omi-1.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 23:14:14,906 - INFO - [omi-5] Starting grid search...
2025-04-16 23:14:18,921 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 23:14:18,922 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:14:18,922 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:14:18,942 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:14:18,943 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:14:18,943 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:14:18,943 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:14:18,994 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.4653, R=0.9592, F1=0.6267
2025-04-16 23:14:18,994 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.4653, R=0.9592, F1=0.6267
2025-04-16 23:14:18,994 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.4700, R=0.9592, F1=0.6309
2025-04-16 23:14:18,994 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.4646, R=0.9388, F1=0.6216
2025-04-16 23:14:18,994 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.4639, R=0.9184, F1=0.6164
2025-04-16 23:14:18,994 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.4583, R=0.8980, F1=0.6069
2025-04-16 23:14:19,025 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.4583, R=0.8980, F1=0.6069
2025-04-16 23:14:19,026 - INFO - [omi-5.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.4583, R=0.8980, F1=0.6069
2025-04-16 23:14:19,080 - INFO - [omi-6] Starting grid search...
2025-04-16 23:14:22,954 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:22,991 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:22,994 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:22,994 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:22,994 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:22,994 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,181 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,182 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,182 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,182 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,182 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,182 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,182 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,183 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,183 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:14:23,231 - INFO - [omi-7] Starting grid search...
2025-04-16 23:14:26,812 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,825 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,827 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,842 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,842 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,852 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,852 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,860 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,860 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,861 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,933 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,975 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,975 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,975 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:26,975 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:14:27,018 - INFO - [omi-9] Starting grid search...
2025-04-16 23:14:30,631 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,633 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,633 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,633 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,661 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,661 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,665 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,665 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,665 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,665 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,676 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,676 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,730 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,730 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,730 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:14:30,775 - INFO - [omi-8] Starting grid search...
2025-04-16 23:14:34,314 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,387 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,387 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,395 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,404 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,404 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,618 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,618 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,619 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,619 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,619 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,619 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,619 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,619 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,619 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:14:34,664 - INFO - [omi-2] Starting grid search...
2025-04-16 23:14:38,297 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,299 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,301 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,301 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,312 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,584 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,584 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,585 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,585 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,585 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,585 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,585 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,585 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,585 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,586 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:14:38,630 - INFO - [omi-11] Starting grid search...
2025-04-16 23:14:42,562 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,564 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,564 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,728 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,729 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,729 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,729 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,729 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,729 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,729 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,729 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
