2025-05-07 11:21:12,081 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 11:21:12,081 - INFO - 当前评分模式: ['strict_deviation']
2025-05-07 11:21:12,081 - INFO - 
==================================================
2025-05-07 11:21:12,081 - INFO - 开始执行网格搜索...
2025-05-07 11:21:12,082 - INFO - [omi-12] Starting grid search...
2025-05-07 11:21:15,497 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:21:15,500 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.5, P=0.6491, R=0.9250, F1=0.7629
2025-05-07 11:21:15,500 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=1.0, P=0.6491, R=0.9250, F1=0.7629
2025-05-07 11:21:16,012 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=1.5, P=0.6429, R=0.9000, F1=0.7500
2025-05-07 11:21:16,013 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=2.0, P=0.6364, R=0.8750, F1=0.7368
2025-05-07 11:21:16,932 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=2.5, P=0.6364, R=0.8750, F1=0.7368
2025-05-07 11:21:16,933 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=3.0, P=0.6304, R=0.7250, F1=0.6744
2025-05-07 11:21:16,934 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=3.5, P=0.6047, R=0.6500, F1=0.6265
2025-05-07 11:21:17,108 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=4.0, P=0.6250, R=0.6250, F1=0.6250
2025-05-07 11:21:17,110 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=4.5, P=0.6250, R=0.6250, F1=0.6250
2025-05-07 11:21:17,110 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=5.0, P=0.6410, R=0.6250, F1=0.6329
2025-05-07 11:21:17,303 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=5.5, P=0.6410, R=0.6250, F1=0.6329
2025-05-07 11:21:17,304 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=6.0, P=0.6316, R=0.6000, F1=0.6154
2025-05-07 11:21:17,305 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=6.5, P=0.6667, R=0.6000, F1=0.6316
2025-05-07 11:21:17,305 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=7.0, P=0.7059, R=0.6000, F1=0.6486
2025-05-07 11:21:17,305 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:21:17,305 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.5, P=0.6491, R=0.9250, F1=0.7629
2025-05-07 11:21:17,305 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=1.0, P=0.6491, R=0.9250, F1=0.7629
2025-05-07 11:21:17,305 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=1.5, P=0.6429, R=0.9000, F1=0.7500
2025-05-07 11:21:17,305 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=2.0, P=0.6364, R=0.8750, F1=0.7368
2025-05-07 11:21:17,305 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=2.5, P=0.6364, R=0.8750, F1=0.7368
2025-05-07 11:21:17,306 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=3.0, P=0.6304, R=0.7250, F1=0.6744
2025-05-07 11:21:17,306 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=3.5, P=0.6047, R=0.6500, F1=0.6265
2025-05-07 11:21:17,306 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=4.0, P=0.6250, R=0.6250, F1=0.6250
