2025-04-17 08:17:47,412 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-17 08:17:47,413 - INFO - 当前评分模式: ['mean_ratio']
2025-04-17 08:17:47,413 - INFO - 
==================================================
2025-04-17 08:17:47,413 - INFO - 开始执行网格搜索...
2025-04-17 08:17:47,414 - INFO - [omi-12] Starting grid search...
2025-04-17 08:17:50,541 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=0.0, P=0.6750, R=0.6750, F1=0.6750
2025-04-17 08:17:50,542 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=0.5, P=0.7027, R=0.6500, F1=0.6753
2025-04-17 08:17:50,542 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=1.0, P=0.7222, R=0.6500, F1=0.6842
2025-04-17 08:17:52,202 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=1.5, P=0.7097, R=0.5500, F1=0.6197
2025-04-17 08:17:52,204 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=2.0, P=0.8077, R=0.5250, F1=0.6364
2025-04-17 08:17:52,601 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=2.5, P=0.8400, R=0.5250, F1=0.6462
2025-04-17 08:17:52,601 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=3.0, P=0.8333, R=0.5000, F1=0.6250
2025-04-17 08:17:52,602 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=3.5, P=0.8333, R=0.5000, F1=0.6250
2025-04-17 08:17:52,602 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=4.0, P=0.8696, R=0.5000, F1=0.6349
2025-04-17 08:17:52,602 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=4.5, P=0.8696, R=0.5000, F1=0.6349
2025-04-17 08:17:52,602 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=5.0, P=0.8696, R=0.5000, F1=0.6349
2025-04-17 08:17:52,602 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=5.5, P=0.9091, R=0.5000, F1=0.6452
2025-04-17 08:17:52,602 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=6.0, P=0.9091, R=0.5000, F1=0.6452
2025-04-17 08:17:52,603 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=6.5, P=0.9091, R=0.5000, F1=0.6452
2025-04-17 08:17:52,610 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=7.0, P=0.9091, R=0.5000, F1=0.6452
2025-04-17 08:17:52,610 - INFO - [omi-12.txt] mode=mean_ratio, topk=2, threshold=0.0, P=0.6383, R=0.7500, F1=0.6897
2025-04-17 08:17:52,610 - INFO - [omi-12.txt] mode=mean_ratio, topk=2, threshold=0.5, P=0.6818, R=0.7500, F1=0.7143
2025-04-17 08:17:52,611 - INFO - [omi-12.txt] mode=mean_ratio, topk=2, threshold=1.0, P=0.6829, R=0.7000, F1=0.6914
2025-04-17 08:17:52,611 - INFO - [omi-12.txt] mode=mean_ratio, topk=2, threshold=1.5, P=0.6842, R=0.6500, F1=0.6667
